direccion,latitud,longitud
"norias 15, 27001 lugo, lugo, españa",43.01101,-7.55421
"calle juan montes 5, 27001 lugo, lugo, españa",43.0111,-7.55518
"rua ramon y cajal 5, 27001 lugo, lugo, españa",43.011639,-7.56137
"Ronda da Muralla 58, 27001 lugo, lugo, españa",43.013447,-7.555373
"plaza fernando casas novoa 7.o b, 27001 lugo, lugo, españa",43.00903,-7.5574
"plaza fernando casas novoa 7.o b, 27001 lugo, lugo, españa",43.00903,-7.5574
"Rúa de Castelao 28, 27001 lugo, lugo, españa",43.013919,-7.554952
"Rua da Raina 12, 27001 lugo, lugo, españa",43.011344,-7.55622
"calle juan montes 10, 27001 lugo, lugo, españa",43.011036,-7.555074
"calle de los clerigos 5.o b, 27001 lugo, lugo, españa",43.00891,-7.55724
"rua xoan montes 3, 27001 lugo, lugo, españa",43.011104,-7.555368
"calle progreso 30, 27001 lugo, lugo, españa",43.011574,-7.555271
"Rúa do Progreso 30, 27001 lugo, lugo, españa",43.011574,-7.555271
"rua dos transportes 7, 27001 lugo, lugo, españa",43.045456,-7.562507
"Rúa de Quiroga Ballesteros 19, 27001 lugo, lugo, españa",43.013485,-7.559071
"Rúa de San Pedro 64, 27001 lugo, lugo, españa",43.01038,-7.55351
"a cruz 1, 27001 lugo, lugo, españa",43.01024,-7.55735
"san fernando 5, 27001 lugo, lugo, españa",43.014267,-7.558411
"mino 30, 27001 lugo, lugo, españa",43.0104484,-7.5599003
"1oa 1, 27001 lugo, lugo, españa",43.0113098,-7.5558687
"avenida coruna 10, 27001 lugo, lugo, españa",43.015112,-7.558747
"Rua da Raina 12, 27001 lugo, lugo, españa",43.011344,-7.55622
"Praza de Santo Domingo 3, 27001 lugo, lugo, españa",43.011688,-7.555828
"pr. comandante manso 7, 27001 lugo, lugo, españa",43.009596,-7.552505
"Praza de Santo Domingo 3, 27001 lugo, lugo, españa",43.011688,-7.555828
"Rúa do Progreso 30, 27001 lugo, lugo, españa",43.011574,-7.555271
"Rúa de Nicomedes Pastor Díaz 3, 27001 lugo, lugo, españa",43.012807,-7.55379
"Praza de Santo Domingo 17, 27001 lugo, lugo, españa",43.0114286,-7.557433899999999
"ramon y cajal 2, 27001 lugo, lugo, españa",43.011793,-7.561834
"calle san froilan bajo 50, 27001 lugo, lugo, españa",43.01368,-7.56011
"Rúa de San Pedro 39, 27001 lugo, lugo, españa",43.010438,-7.553376
"2oc 25, 27001 lugo, lugo, españa",43.0113098,-7.5558687
"calle norias 15, 27001 lugo, lugo, españa",43.01101,-7.55421
"Rúa Bolaño Rivadeneira 2, 27001 lugo, lugo, españa",43.013423,-7.558005
"Rúa de Castelao 78, 27001 lugo, lugo, españa",43.013699,-7.552576
"plaza espana 29, 27001 lugo, lugo, españa",42.522,-7.51212
"pr. comandante manso 11, 27001 lugo, lugo, españa",43.009567,-7.552885
"calle reina 21, 27001 lugo, lugo, españa",43.0116017,-7.5564698
"entr.izq. 13, 27001 lugo, lugo, españa",43.0113098,-7.5558687
"Praza Maior 12, 27001 lugo, lugo, españa",43.01021,-7.556933599999999
"Praza de Santo Domingo 5, 27001 lugo, lugo, españa",43.0121988,-7.555981399999999
"calle armana 17.o d, 27001 lugo, lugo, españa",43.01062,-7.55798
"clerigos 19, 27001 lugo, lugo, españa",43.0087592,-7.558065799999999
"Rúa de San Pedro 9, 27001 lugo, lugo, españa",43.0104918,-7.5547335
"1ob 27, 27001 lugo, lugo, españa",43.0113098,-7.5558687
"Rúa de San Pedro 39, 27001 lugo, lugo, españa",43.010438,-7.553376
"Rua da Raina 3, 27001 lugo, lugo, españa",43.010737,-7.55634
"Rua da Raina 3, 27001 lugo, lugo, españa",43.010737,-7.55634
"xo·n montes 1, 27001 lugo, lugo, españa",43.01094,-7.55587
"Rúa Nova 38, 27001 lugo, lugo, españa",43.01188,-7.559545
"Rúa de San Pedro 8, 27001 lugo, lugo, españa",43.010269,-7.555605
"Praza de Santo Domingo 24, 27001 lugo, lugo, españa",43.0115947,-7.5568447
"calle de san pedro 2 bajo, 27001 lugo, lugo, españa",43.01009,-7.55302
"calle san pedro 23, 27001 lugo, lugo, españa",43.010504,-7.55397
"Rúa de Quiroga Ballesteros 19, 27001 lugo, lugo, españa",43.013485,-7.559071
"Rua da Raina 109, 27001 lugo, lugo, españa",43.0117243,-7.5565959
"Praza Maior 29, 27001 lugo, lugo, españa",43.009258,-7.555666
"Ronda da Muralla 46, 27001 lugo, lugo, españa",43.012346,-7.553716
"clerigos 12, 27001 lugo, lugo, españa",43.0088664,-7.5580147
" 3, 27001 huertas, lugo, españa",42.52148,-7.51505
"Rúa de Quiroga Ballesteros 4, 27001 lugo, lugo, españa",43.012429,-7.558481
"noreas 15, 27001 lugo, lugo, españa",43.01101,-7.55421
"xoan montes 3, 27001 lugo, lugo, españa",43.011104,-7.555368
"calle ramiro rueda fernandez 18, 27001 lugo, lugo, españa",43.019131,-7.561229
"Praza do Ferrol 2, 27001 lugo, lugo, españa",43.013423,-7.558004
"Rúa de Quiroga Ballesteros 12, 27001 lugo, lugo, españa",43.012763,-7.558512
"Praza de Santo Domingo 6, 27001 lugo, lugo, españa",43.012343,-7.556004
"Praza de Santo Domingo 24, 27001 lugo, lugo, españa",43.0115947,-7.5568447
"Praza de Santo Domingo 3, 27001 lugo, lugo, españa",43.011688,-7.555828
"calle clerigos 25, 27001 lugo, lugo, españa",43.0086745,-7.558406399999999
"tte. coronel teijeiro 2, 27001 lugo, lugo, españa",43.01128,-7.55802
"Praza do Campo Castelo 31, 27001 lugo, lugo, españa",43.009722,-7.554302
"plaza comandante manso 17, 27001 lugo, lugo, españa",43.009413,-7.55338
"Travesía do Miño 6, 27001 lugo, lugo, españa",43.010197,-7.560325
"Rúa de San Pedro 9, 27001 lugo, lugo, españa",43.0104918,-7.5547335
"Rúa Nova 25, 27001 lugo, lugo, españa",43.0112458,-7.559403
"calle rivadeneira 22, 27001 lugo, lugo, españa",43.01271,-7.5597
"Rúa de San Pedro 24.o a, 27001 lugo, lugo, españa",43.01047,-7.55482
"calle san pedro 15, 27001 lugo, lugo, españa",43.0105654,-7.5542815
"Rua da Raina 21, 27001 lugo, lugo, españa",43.011501,-7.556672
"norias 30, 27001 lugo, lugo, españa",43.01111,-7.55406
"plaza de bretana 18, 27001 lugo, lugo, españa",43.006519,-7.553113
"Rúa de San Pedro 6, 27001 lugo, lugo, españa",43.010231,-7.555659
"Rúa do Conde Pallares 5, 27001 lugo, lugo, españa",43.01012,-7.55731
"calle dr. castro 20 a, 27001 lugo, lugo, españa",43.01049,-7.55704
"san fernando 5, 27001 lugo, lugo, españa",43.014267,-7.558411
"plaza campo castillo 1, 27001 lugo, lugo, españa",43.01021,-7.55835
"reina 5, 27001 lugo, lugo, españa",43.01089,-7.55641
"Ronda da Muralla 9, 27001 lugo, lugo, españa",43.009443,-7.55396
"Praza do Ferrol 6, 27001 lugo, lugo, españa",43.013783,-7.557178
"armanya 2, 27001 lugo, lugo, españa",43.011171,-7.55734
"santiago 132, 27001 lugo, lugo, españa",43.00376,-7.56247
"Rúa Bolaño Rivadeneira 22, 27001 lugo, lugo, españa",43.012742,-7.559754
"Praza de Santo Domingo 3, 27001 lugo, lugo, españa",43.011688,-7.555828
"avenida coruna 94, 27001 lugo, lugo, españa",43.017795,-7.560883
"Rúa de San Pedro 12, 27001 lugo, lugo, españa",43.010366,-7.555181
"Praza do Campo Castelo 8, 27001 lugo, lugo, españa",43.0094811,-7.555116399999999
"avenida general sanjurjo 109, 27001 lugo, lugo, españa",43.35452,-8.39743
"Rúa do Progreso 37, 27001 lugo, lugo, españa",43.011834,-7.555801
"Rúa de Castelao 16, 27001 lugo, lugo, españa",43.013447,-7.554579
"calle clerigos 7, 27001 lugo, lugo, españa",43.00874659999999,-7.5575194
"anton fraguas fraguas 1, 27001 lugo, lugo, españa",43.011299,-7.558333
"calle progreso 6, 27001 lugo, lugo, españa",43.010735,-7.554384
"plaza de espana 14, 27001 lugo, lugo, españa",43.0296884,-7.791245699999999
"calle del doctor castro 24, 27001 lugo, lugo, españa",43.01053,-7.55714
"Rúa Montevideo 12, 27001 lugo, lugo, españa",43.012413,-7.560983
"calle del progreso 27, 27001 lugo, lugo, españa",43.011388,-7.555342
"Praza de Santo Domingo 2, 27001 lugo, lugo, españa",43.01168,-7.555995
"mino 32, 27001 lugo, lugo, españa",43.0104498,-7.5600305
"lopo lias 3, 27001 lugo, lugo, españa",43.013378,-7.55374
"calle reina 1, 27001 lugo, lugo, españa",43.0102765,-7.5560803
"Rúa Montevideo 6, 27001 lugo, lugo, españa",43.012524,-7.56057
"Rua da Raina 7, 27001 lugo, lugo, españa",43.011066,-7.55642
"Rúa Bolaño Rivadeneira 23, 27001 lugo, lugo, españa",43.0126571,-7.559555400000001
"Praza de Santo Domingo 18, 27001 lugo, lugo, españa",43.0111741,-7.5573501
"Rúa de Quiroga Ballesteros 19, 27001 lugo, lugo, españa",43.013485,-7.559071
"Rúa San Marcos 17, 27001 lugo, lugo, españa",43.01296929999999,-7.557206600000001
"pr. campo 1 bis, 27001 lugo, lugo, españa",43.010151,-7.558378799999999
"Ronda da Muralla 9, 27001 lugo, lugo, españa",43.009443,-7.55396
"Ronda da Muralla 9, 27001 lugo, lugo, españa",43.009443,-7.55396
"calle armanya 17, 27001 lugo, lugo, españa",43.01054999999999,-7.557950000000001
"Praza Maior 30, 27001 lugo, lugo, españa",43.009258,-7.555666
"Rúa San Marcos 9, 27001 lugo, lugo, españa",43.0127345,-7.557004699999999
"Praza Maior 36, 27001 lugo, lugo, españa",43.009782,-7.555378
"Rúa do Progreso 40, 27001 lugo, lugo, españa",43.011791,-7.555528
"Rúa do Teatro 3, 27001 lugo, lugo, españa",43.012487,-7.555674
"calle froilan 44, 27001 lugo, lugo, españa",43.01377,-7.55985
"Praza do Campo Castelo 22, 27001 lugo, lugo, españa",43.009485,-7.554595
"Praza Maior 6, 27001 lugo, lugo, españa",43.010139,-7.556544
"lopo lias 2- 2, 27001 lugo, lugo, españa",43.0135263,-7.5533113
"Rúa Bolaño Rivadeneira 20, 27001 lugo, lugo, españa",43.012807,-7.559589
"Rúa Nova 34, 27001 lugo, lugo, españa",43.01179,-7.559506
"san froilan 17, 27001 lugo, lugo, españa",43.013704,-7.559758
"Rúa de Nicomedes Pastor Díaz 6, 27001 lugo, lugo, españa",43.012807,-7.553372
"Rúa Nova 8, 27001 lugo, lugo, españa",43.010495,-7.5587681
"Rúa Nova 114, 27001 lugo, lugo, españa",43.0136381,-7.5603342
"manuel amor meilan 17, 27001 lugo, lugo, españa",43.013081,-7.559929
"teatro 1 0, 27001 lugo, lugo, españa",43.01235,-7.55554
"Rúa do Conde Pallares 2, 27001 lugo, lugo, españa",43.01015,-7.55727
"castelo de abaixo 85, 27001 lugo, lugo, españa",43.0113098,-7.5558687
"Rúa de Quiroga Ballesteros 1, 27001 lugo, lugo, españa",43.01180230000001,-7.558267000000001
"calle raina 21, 27001 lugo, lugo, españa",43.0115,-7.55667
"Rua da Raina 23, 27001 lugo, lugo, españa",43.011683,-7.556597
"Rúa de San Pedro 25, 27001 lugo, lugo, españa",43.010595,-7.553526
"Rúa Montevideo 12, 27001 lugo, lugo, españa",43.012413,-7.560983
"san froilan 6, 27001 lugo, lugo, españa",43.014226,-7.558549
"Rúa do Conde Pallares 14, 27001 lugo, lugo, españa",43.010674,-7.557247
"Rúa Nova 125, 27001 lugo, lugo, españa",43.0134213,-7.5607575
"Rúa de San Pedro 13, 27001 lugo, lugo, españa",43.010735,-7.554384
"Ronda da Muralla 5, 27001 lugo, lugo, españa",43.009105,-7.553813
"reina 21, 27001 lugo, lugo, españa",43.0115,-7.55667
"Rúa do Progreso 37, 27001 lugo, lugo, españa",43.011834,-7.555801
"Praza de Santo Domingo 5, 27001 lugo, lugo, españa",43.0121988,-7.5559814
"Rúa Nova 109, 27001 lugo, lugo, españa",43.01321799999999,-7.560592000000001
"plaza mayor 22, 27001 lugo, lugo, españa",43.009028,-7.557395
"Praza do Ferrol 6, 27001 lugo, lugo, españa",43.013783,-7.557178
"calle del obispo aguirre 4, 27001 lugo, lugo, españa",43.008755,-7.556937
"Rúa Montevideo 6, 27001 lugo, lugo, españa",43.012524,-7.56057
"Praza do Campo Castelo 26, 27001 lugo, lugo, españa",43.00962,-7.554376
"Ronda da Muralla 34, 27001 lugo, lugo, españa",43.011542,-7.553063
"Ronda da Muralla 34, 27001 lugo, lugo, españa",43.011542,-7.553063
"galerias 2, 27001 lugo, lugo, españa",43.0113098,-7.5558687
"musico gustavo freire 1, 27001 lugo, lugo, españa",43.011199,-7.557059
"Praza Maior 20, 27001 lugo, lugo, españa",43.0092074,-7.5571173
"Rúa Nova 41, 27001 lugo, lugo, españa",43.0116006,-7.559603999999999
"Praza Maior 20, 27001 lugo, lugo, españa",43.0092074,-7.5571173
"Rúa Nova 76, 27001 lugo, lugo, españa",43.0127688,-7.559921500000001
"Praza de Santo Domingo 24, 27001 lugo, lugo, españa",43.0115947,-7.5568447
"Praza Maior 31, 27001 lugo, lugo, españa",43.009574,-7.555599
"Rúa Montevideo 7, 27001 lugo, lugo, españa",43.012321,-7.560497
"Ronda da Muralla 5, 27001 lugo, lugo, españa",43.009105,-7.553813
"Praza do Campo Castelo 22, 27001 lugo, lugo, españa",43.009485,-7.554595
"Rúa de Quiroga Ballesteros 4, 27001 lugo, lugo, españa",43.012429,-7.558481
"calle san pedro 13, 27001 lugo, lugo, españa",43.010735,-7.554384
"calle san pedro 13, 27001 lugo, lugo, españa",43.010735,-7.554384
"Praza de Santo Domingo 24.o b, 27001 lugo, lugo, españa",43.0115947,-7.5568447
"1oc 1, 27001 lugo, lugo, españa",43.0113098,-7.5558687
"Rúa do Progreso 37, 27001 lugo, lugo, españa",43.011834,-7.555801
"Praza do Campo Castelo 9, 27001 lugo, lugo, españa",43.009345,-7.555425
"Rúa de Castelao 48, 27001 lugo, lugo, españa",43.014028,-7.554173
"rua san froilan 24, 27001 lugo, lugo, españa",43.0140323,-7.5591903
"rua san froilan 24, 27001 lugo, lugo, españa",43.0140323,-7.5591903
"Rúa de Quiroga Ballesteros 2, 27001 lugo, lugo, españa",43.012445,-7.558334
"Rúa de Nicomedes Pastor Díaz 35, 27001 lugo, lugo, españa",43.013727,-7.551752
"Rúa Nova 19, 27001 lugo, lugo, españa",43.011017,-7.5591534
"2oc 5, 27001 lugo, lugo, españa",43.0113098,-7.5558687
"Rúa de Nicomedes Pastor Díaz 18, 27001 lugo, lugo, españa",43.01318,-7.552512
"Praza Maior 27, 27001 lugo, lugo, españa",43.009258,-7.555666
"Rua da Raina 12, 27001 lugo, lugo, españa",43.011344,-7.55622
"xoan montes 6, 27001 lugo, lugo, españa",43.010842,-7.555211
"calle san pedro 25, 27001 lugo, lugo, españa",43.010595,-7.553526
"xoan montes 6, 27001 lugo, lugo, españa",43.010842,-7.555211
"Praza do Campo Castelo 33, 27001 lugo, lugo, españa",43.009722,-7.554302
"Praza de Santo Domingo 3, 27001 lugo, lugo, españa",43.011688,-7.555828
"Rúa de Quiroga Ballesteros 10, 27001 lugo, lugo, españa",43.0127623,-7.558450599999999
"calle conde 61, 27001 lugo, lugo, españa",43.017406,-7.557469
"Rúa do Progreso 6, 27001 lugo, lugo, españa",43.010735,-7.554384
"Rúa do Progreso 33, 27001 lugo, lugo, españa",43.011581,-7.555539
"1oa 14, 27001 lugo, lugo, españa",43.0113098,-7.5558687
"calle bon xesus 6, 27001 lugo, lugo, españa",43.0094656,-7.558402800000001
"Rúa San Marcos 5, 27001 lugo, lugo, españa",43.0120861,-7.556491599999999
"Rúa de San Pedro 15, 27001 lugo, lugo, españa",43.0105654,-7.5542815
"Rúa do Teatro 10, 27001 lugo, lugo, españa",43.012532,-7.55509
"Rua Primavera 21, 27002 lugo, lugo, españa",43.010213,-7.549756
"avenida camellas 65, 27002 lugo, lugo, españa",43.0097384,-7.5567582
"calle montero rios 65, 27002 lugo, lugo, españa",43.013284,-7.551164
"Rúa Cidade de Vigo 7, 27002 lugo, lugo, españa",43.008914,-7.553537
"Rúa Ramón Montenegro 18, 27002 lugo, lugo, españa",43.009177,-7.5502
"Rúa Montero Ríos 69, 27002 lugo, lugo, españa",43.01352,-7.551027
"Rúa Cidade de Vigo 11.o, 27002 lugo, lugo, españa",43.008786,-7.553085
"Rúa Vilalba 7, 27002 lugo, lugo, españa",43.007999,-7.556971
"calle obispo aguirre  24, 27002 lugo, lugo, españa",43.007656,-7.556553
"escocia 3, 27002 lugo, lugo, españa",43.0027281,-7.5548952
"Rúa Carril dos Loureiros 11, 27002 lugo, lugo, españa",43.0078831,-7.557730299999998
"Rúa Alfonso X o Sabio 11, 27002 lugo, lugo, españa",42.995286,-7.554572
"Rúa Bispo Doutor Balanzá 4, 27002 lugo, lugo, españa",43.008874,-7.551238
"plaza de augas ferreas 2, 27002 lugo, lugo, españa",42.997908,-7.54889
"galerias pimentel 1, 27002 lugo, lugo, españa",43.0097384,-7.5567582
"rda. as fontinas 278, 27002 lugo, lugo, españa",43.003328,-7.54607
"Rúa San Roque 69, 27002 lugo, lugo, españa",43.008023,-7.551539
"Rúa Ramón Montenegro 3, 27002 lugo, lugo, españa",43.009436,-7.550784
"dr. fleming 5, 27002 lugo, lugo, españa",43.005997,-7.554839
"Rúa de Salvador Madariaga 1, 27002 lugo, lugo, españa",43.006357,-7.555616
"rda. as fontinas 176, 27002 lugo, lugo, españa",43.007098,-7.549256
"rda. as fontinas 198, 27002 lugo, lugo, españa",43.005932,-7.54872
"plaza de las illas 9, 27002 lugo, lugo, españa",43.0024974,-7.5407625
"Rúa San Roque 85, 27002 lugo, lugo, españa",43.007467,-7.551388
"artes 18, 27002 lugo, lugo, españa",42.99659,-7.54712
"Rúa do Doutor Fleming 8, 27002 lugo, lugo, españa",43.005919,-7.554555
"1od 15, 27002 lugo, lugo, españa",43.0097384,-7.5567582
"Rúa Pintor Corredoira 5, 27002 centro, lugo, españa",43.00402,-7.555623
"Rúa Montero Ríos 65, 27002 lugo, lugo, españa",43.013284,-7.551164
"Carril dos Indios 6, 27002 lugo, lugo, españa",43.010708,-7.549583
"calle de la marina espanola 27, 27002 lugo, lugo, españa",43.003458,-7.552106
"calle angel lopez perez 12 l, 27002 lugo, lugo, españa",43.007714,-7.556178
"Rúa do Doutor Rafael de Vega 14, 27002 lugo, lugo, españa",43.013285,-7.552267
"rda. as fontinas 212, 27002 lugo, lugo, españa",43.005187,-7.547787
"Ronda das Fontiñas 97, 27002 lugo, lugo, españa",43.00981,-7.548265
"reina 14, 27002 lugo, lugo, españa",43.01142,-7.55626
"Rúa Montero Ríos 14, 27002 lugo, lugo, españa",43.011399,-7.551986
"calle de galicia 39, 27002 lugo, lugo, españa",43.005064,-7.552178
"Rúa San Roque 177, 27002 lugo, lugo, españa",43.003386,-7.550149
"Rúa San Roque 66, 27002 lugo, lugo, españa",43.0067124,-7.551519300000001
"Rúa San Roque 125, 27002 lugo, lugo, españa",43.005159,-7.55086
"Avenida de Madrid 187, 27002 lugo, lugo, españa",42.994276,-7.54176
"Rua San Roque 94, 27002 lugo, lugo, españa",43.0059488,-7.551233799999999
"Rúa Soto Freire 7, 27002 lugo, lugo, españa",43.00779,-7.553619999999999
"agro da torna 8, 27002 lugo, lugo, españa",42.9958733,-7.554453799999999
"Rúa Cidade de Vigo 7, 27002 lugo, lugo, españa",43.008914,-7.553537
"don garcia 81, 27002 lugo, lugo, españa",43.00299,-7.54737
"Praza da Constitucion 1, 27002 lugo, lugo, españa",43.0083428,-7.553921799999999
"pl. augas ferreas 2, 27002 lugo, lugo, españa",42.997908,-7.54889
"din·n 17, 27002 lugo, lugo, españa",43.0097384,-7.5567582
"Rúa do Doutor Rafael de Vega 4, 27002 lugo, lugo, españa",43.012534,-7.551405
"Avenida de Madrid 31, 27002 lugo, lugo, españa",43.000998,-7.548932
"edificio estacion de autobuses s/n, 27002 lugo, lugo, españa",43.0097384,-7.5567582
"calle alcalde anxel lopez perez s/n estacion de autobuses plt. 2, 27002 lugo, lugo, españa",43.0011444,-7.5084806
"barro tolda de castela 45, 27002 lugo, lugo, españa",43.0039514,-7.564929900000001
"dr. fleming 8, 27002 lugo, lugo, españa",43.005919,-7.554555
"Rúa Veterinario Rof Codina 22, 27002 lugo, lugo, españa",43.00195,-7.54564
"plaza augas ferreas 8 3, 27002 lugo, lugo, españa",42.9974976,-7.5471926
"Avenida de Ramón Ferreiro 21, 27002 lugo, lugo, españa",43.005036,-7.553951
"Ronda das Fontiñas 127, 27002 lugo, lugo, españa",43.008392,-7.548268
"Praza de Bretaña 17, 27002 lugo, lugo, españa",43.0064471,-7.5531123
"Estrada da Granxa 26, 27002 lugo, lugo, españa",42.99618,-7.55019
"Rúa Vilalba 6, 27002 lugo, lugo, españa",43.00792,-7.5571173
"rda. fingoi 181, 27002 lugo, lugo, españa",43.001796,-7.556559
"Rúa San Roque 107, 27002 lugo, lugo, españa",43.005926,-7.550962
"Rúa Laxeiro 6, 27002 lugo, lugo, españa",43.00321,-7.548616
"3ob 108, 27002 lugo, lugo, españa",43.0097384,-7.5567582
"Rúa Montero Ríos 12, 27002 lugo, lugo, españa",43.01132,-7.552068
"Avenida de Ramón Ferreiro 18, 27002 lugo, lugo, españa",43.004211,-7.554507
"don garcia 21, 27002 lugo, lugo, españa",43.00459,-7.5494
"rda. as fontinas 238, 27002 lugo, lugo, españa",43.004444,-7.546686
"Avenida de Madrid 37, 27002 lugo, lugo, españa",43.000872,-7.548585
"Rúa San Roque 89, 27002 lugo, lugo, españa",43.007261,-7.551339
"cedron del valle 32, 27002 lugo, lugo, españa",43.00727,-7.56001
"Estrada da Granxa 13, 27002 lugo, lugo, españa",42.996999,-7.55003
"Rúa Montero Ríos 16, 27002 lugo, lugo, españa",43.011511,-7.551889
"Rúa San Roque 38, 27002 lugo, lugo, españa",43.008748,-7.552148
"enriqueta otero 4, 27002 lugo, lugo, españa",42.998239,-7.548599
" 5, 27002 dinan, lugo, españa",43.00761,-7.55292
"Rúa Alfonso X o Sabio 35, 27002 lugo, lugo, españa",43.01245,-7.56466
"Rúa de Ramón Montenegro 32, 27002 lugo, lugo, españa",43.00882,-7.549357
"o trevo 17, 27002 lugo, lugo, españa",43.00073,-7.55232
"xeneral tella 2, 27002 lugo, lugo, españa",43.007425,-7.559384
"Ronda das Mercedes 50, 27002 lugo, lugo, españa",43.001116,-7.545324
"Rúa Pintor Corredoira 1, 27002 lugo, lugo, españa",43.004731,-7.555471
"rua pintor laxeiro 11, 27002 lugo, lugo, españa",43.003843,-7.548573
"calle montero rios 21, 27002 lugo, lugo, españa",43.011515,-7.551987
"marina espanola 27, 27002 lugo, lugo, españa",43.003458,-7.552106
"Avenida Alcalde Anxo Lopez Perez 12, 27002 lugo, lugo, españa",43.007714,-7.556178
"Avenida Alcalde Anxo Lopez Perez 12, 27002 lugo, lugo, españa",43.007714,-7.556178
"calle de armorica 33, 27002 lugo, lugo, españa",43.00279159999999,-7.554137399999999
"Rúa Carril dos Loureiros 7, 27002 lugo, lugo, españa",43.008077,-7.557861
"baixo 7, 27002 lugo, lugo, españa",43.0108795,-7.564547699999999
"Ronda das Fontiñas 93, 27002 lugo, lugo, españa",43.010217,-7.54812
"calle del veterinario rof codina 9 esquina ronda fontinas, 27002 lugo, lugo, españa",43.002215,-7.545685
"codina 46, 27002 lugo, lugo, españa",43.0097384,-7.5567582
"Avenida de Magoi 118, 27002 lugo, lugo, españa",42.9947893,-7.552617799999999
"rua aviacion espanola 37, 27002 lugo, lugo, españa",42.9980947,-7.553583199999999
"ribadeo 6, 27002 lugo, lugo, españa",43.00729,-7.558389999999998
"avenida a coruna 104, 27002 lugo, lugo, españa",43.018073,-7.561109
"rda. as fontinas 16, 27002 lugo, lugo, españa",43.013451,-7.550195
"calle montero rios 66, 27002 lugo, lugo, españa",43.013058,-7.550789
"Avenida de Madrid 47, 27002 lugo, lugo, españa",43.00052,-7.548474
"Ronda Xose Castiñeira (musico) 5, 27002 lugo, lugo, españa",42.998258,-7.54979
"Rúa San Roque 4, 27002 lugo, lugo, españa",43.009964,-7.553111
"Avenida de Madrid 42, 27002 lugo, lugo, españa",42.990851,-7.537568
"rda. as fontinas 168, 27002 lugo, lugo, españa",43.007098,-7.549256
"Rúa Vilalba 19, 27002 lugo, lugo, españa",43.007656,-7.556553
"Ronda das Mercedes 19, 27002 lugo, lugo, españa",43.000455,-7.547273
"Ronda das Mercedes 19, 27002 lugo, lugo, españa",43.000455,-7.547273
"nubeiro 2, 27002 lugo, lugo, españa",43.002858,-7.547043
"Rúa Cidade de Vigo 10, 27002 lugo, lugo, españa",43.009465,-7.553669
"Rúa do Bispo Aguirre 1, 27002 lugo, lugo, españa",43.00842,-7.556512
"calle rey don garcia 74, 27002 lugo, lugo, españa",43.002896,-7.547984
"rda. fingoy 107, 27002 lugo, lugo, españa",42.9972729,-7.556525499999999
"Rúa San Roque 175, 27002 lugo, lugo, españa",43.003537,-7.550313
"Rúa Pena do Rei 4, 27002 lugo, lugo, españa",43.004591,-7.550299
"Rúa Galicia 9, 27002 lugo, lugo, españa",43.005941,-7.552865
"rda. as fontinas 290, 27002 lugo, lugo, españa",43.002834,-7.545819
"enriqueta otero 3, 27002 lugo, lugo, españa",42.998529,-7.548249
"Avenida Alcalde Anxo Lopez Perez 12, 27002 lugo, lugo, españa",43.007714,-7.556178
"Ronda das Fontiñas 222, 27002 lugo, lugo, españa",43.005028,-7.547601
"calle martin ferreiro 3, 27002 lugo, lugo, españa",43.005892,-7.555297299999999
"Rúa San Roque 132, 27002 lugo, lugo, españa",43.004914,-7.55086
"calle rafael de la vega 8.o a, 27002 lugo, lugo, españa",43.01253,-7.5514
"calle de ribadeo 12, 27002 lugo, lugo, españa",43.0072244,-7.5585564
"enriqueta otero 3, 27002 lugo, lugo, españa",42.998529,-7.548249
"Ronda das Fontiñas 23, 27002 lugo, lugo, españa",43.013251,-7.549175
"Rúa de Salvador Madariaga 1, 27002 lugo, lugo, españa",43.006357,-7.555616
"Ronda das Fontiñas 129, 27002 lugo, lugo, españa",43.007954,-7.548374
"Rua Dinan 5, 27002 lugo, lugo, españa",43.007606,-7.552915
"rda. as fontinas 56, 27002 lugo, lugo, españa",43.011831,-7.549691
"Praza da Liberdade 18, 27002 lugo, lugo, españa",43.003875,-7.551676
"pr. augas ferreas 1, 27002 lugo, lugo, españa",42.998239,-7.548599
"calle villalba 6, 27002 lugo, lugo, españa",43.00788,-7.55721
"Rúa San Roque 119, 27002 lugo, lugo, españa",43.005553,-7.550657
"Campos Novos 10, 27002 lugo, lugo, españa",42.9946,-7.552051
"montiron 63, 27002 lugo, lugo, españa",43.00251220000001,-7.547594600000001
"Rúa Alfonso X o Sabio 4, 27002 lugo, lugo, españa",42.996745,-7.555013
"Rúa Alfonso X o Sabio 4, 27002 lugo, lugo, españa",42.996745,-7.555013
"calle montero rios 37, 27002 lugo, lugo, españa",43.012534,-7.551405
"rua das cantigas e frores 33, 27002 lugo, lugo, españa",42.9957,-7.549092
"cantigas e flores 33, 27002 lugo, lugo, españa",42.9957,-7.549092
"Rúa San Roque 157, 27002 lugo, lugo, españa",43.004176,-7.550417
"Rúa Pintor Corredoira 13, 27002 lugo, lugo, españa",43.0037283,-7.5567271
"rua c·ntigas e frores 6, 27002 lugo, lugo, españa",42.99629,-7.54865
"Avenida de Madrid 38, 27002 lugo, lugo, españa",42.990859,-7.537618
"Rúa Alfonso X o Sabio, 27002 lugo, lugo, españa",43.0097384,-7.5567582
"armorica 104, 27002 lugo, lugo, españa",43.0000529,-7.5529718
"cerca hospital lucus augusti 145, 27002 lugo, lugo, españa",43.0097384,-7.5567582
"acena de olga 11, 27002 lugo, lugo, españa",42.99976,-7.55897
