direccion,latitud,longitud
"pol. ind. o ceao parc 5, 27003 lugo, lugo, españa",43.0097384,-7.5567582
"Rúa da Industria 108, 27003 lugo, lugo, españa",43.046202,-7.566241
"pol. ind. o ceao 109, 27003 lugo, lugo, españa",43.0494964,-7.561074899999999
"rio eo 38, 27003 lugo, lugo, españa",43.0175131,-7.5583224
"pol. ind. o ceao parcela 6, 27003 lugo, lugo, españa",43.0494964,-7.561074899999999
"Rúa do Conde 42, 27003 lugo, lugo, españa",43.0169066,-7.557434799999999
"Rúa Serra de Ancares 42, 27003 lugo, lugo, españa",43.016264,-7.558774799999998
"pol. ind. o ceao 27, 27003 lugo, lugo, españa",43.0494964,-7.561074899999999
"Rúa San Isidro Labrador 13, 27003 lugo, lugo, españa",43.024036,-7.567011
"Rúa San Isidro Labrador 13, 27003 lugo, lugo, españa",43.024036,-7.567011
"Avenida da Coruña 330, 27003 lugo, lugo, españa",43.026291,-7.567426
"Avenida da Coruña 343, 27003 lugo, lugo, españa",43.029482,-7.570411
"Avenida da Coruña 104, 27003 lugo, lugo, españa",43.018073,-7.561109
"calle ramiro rueda 21 esq. avda. coruna, 27003 lugo, lugo, españa",43.0188183,-7.561562899999999
"Avenida da Coruña 343, 27003 lugo, lugo, españa",43.029482,-7.570411
"pol. ceao 21, 27003 lugo, lugo, españa",43.0097384,-7.5567582
"ruiz de alda 29, 27003 lugo, lugo, españa",43.015552,-7.555449
"Rua Milagrosa 51, 27003 lugo, lugo, españa",43.0196045,-7.5653546
"pol. ind. o ceao 17, 27003 lugo, lugo, españa",43.0494964,-7.5610749
"Avenida da Coruña 39, 27003 lugo, lugo, españa",43.0162275,-7.5599955
"Avenida de Benigno Rivera 70, 27003 lugo, lugo, españa",43.040059,-7.573593
"as leiteiras pol. ind. o ceao 11, 27003 lugo, lugo, españa",43.0494964,-7.561074899999999
"pol. ind. o ceao 4, 27003 lugo, lugo, españa",43.0494964,-7.5610749
"Rúa Monte Faro 19, 27003 lugo, lugo, españa",43.022987,-7.563861
"Avenida da Coruña 69, 27003 lugo, lugo, españa",43.017075,-7.560638
"pol. ind. o ceao 216, 27003 lugo, lugo, españa",43.0494964,-7.561074899999999
"manuel becerra 4, 27003 lugo, lugo, españa",43.0162,-7.55928
"pol.ind.ceao 35, 27003 lugo, lugo, españa",43.0097384,-7.5567582
"Rúa dos Carpinteiros 10, 27003 lugo, lugo, españa",43.04185,-7.560837
"Rúa Irmáns Carro 2, 27003 lugo, lugo, españa",43.016618,-7.559962
"pol. ind. o ceao s/n o vidro, 27003 lugo, lugo, españa",43.0097384,-7.5567582
"Rúa de Miguel de Cervantes 45, 27003 lugo, lugo, españa",43.01477,-7.553817
"Rúa das Cesteiras 1, 27003 lugo, lugo, españa",43.0507771,-7.5586598
"Avenida da Coruña 438 a, 27003 lugo, lugo, españa",43.030143,-7.57037
"pol. ind. o ceao 9, 27003 lugo, lugo, españa",43.0494964,-7.561074899999999
"rua cesteiras 9 pol. ceao, 27003 lugo, lugo, españa",43.0510058,-7.5587892
"rua das cesteiras s/n parc. 9.3.1 pol. ind. ceao, 27003 lugo, lugo, españa",43.0097384,-7.5567582
"Avenida da Coruña 122, 27003 lugo, lugo, españa",43.018457,-7.561421
"Avenida da Coruña 73, 27003 lugo, lugo, españa",43.017135,-7.56075
"calle rio sil 66, 27003 lugo, lugo, españa",43.019974,-7.55857
"rio sil 50, 27003 lugo, lugo, españa",43.0186385,-7.5572025
"Avenida da Coruña no 184, 27003 lugo, lugo, españa",43.0205361,-7.5630248
"Avenida de Garabolos 21, 27003 lugo, lugo, españa",43.028611,-7.572609
"estr. a coruna 48, 27003 lugo, lugo, españa",43.031788,-7.572271
"Rúa Angelo Colocci 20, 27003 lugo, lugo, españa",43.0243918,-7.569772899999999
"illa ons 54, 27003 lugo, lugo, españa",43.029311,-7.564713
"rio sil 52, 27003 lugo, lugo, españa",43.0188807,-7.557265500000001
"Avenida da Coruña 228, 27003 lugo, lugo, españa",43.0227949,-7.564905
"poligono ceao 151, 27003 lugo, lugo, españa",43.0494964,-7.561074899999999
"pol. ind. o ceao 92, 27003 lugo, lugo, españa",43.0494964,-7.5610749
"poligono do ceao 18, 27003 lugo, lugo, españa",43.0494964,-7.561074899999999
"avenida carlos azcarraga 112, 27003 lugo, lugo, españa",43.018804,-7.54762
"Avenida da Coruña 256, 27003 lugo, lugo, españa",43.023589,-7.565509
"Avenida da Coruña 1.o a, 27003 lugo, lugo, españa",43.01496,-7.55878
"as costureiras pol. ind. o ceao 5, 27003 lugo, lugo, españa",43.0097384,-7.5567582
"Rúa da Industria 99, 27003 lugo, lugo, españa",43.044182,-7.562206
"rua rio sil 59, 27003 lugo, lugo, españa",43.019895,-7.558668
"poligono do ceao 7, 27003 lugo, lugo, españa",43.0494964,-7.561074899999999
"ind. ceao 4., 27003 lugo, lugo, españa",43.0097384,-7.5567582
"bj 344, 27003 lugo, lugo, españa",43.0097384,-7.5567582
"o comercio pol. ind. o ceao 133, 27003 lugo, lugo, españa",43.0494964,-7.561074899999999
"Rúa da Agricultura 55, 27003 lugo, lugo, españa",43.0484451,-7.571117800000001
"179 pol. ind. ceao 178, 27003 lugo, lugo, españa",43.0097384,-7.5567582
"Rúa da Industria 101, 27003 lugo, lugo, españa",43.045024,-7.562961
"Avenida da Coruña 39, 27003 lugo, lugo, españa",43.0162275,-7.5599955
"pol. ind. o ceao 109, 27003 lugo, lugo, españa",43.0494964,-7.5610749
"1oc 4, 27003 lugo, lugo, españa",43.0097384,-7.5567582
"Avenida da Coruña 304, 27003 lugo, lugo, españa",43.03197,-7.572407
"poligono do ceao 216, 27003 lugo, lugo, españa",43.0494964,-7.561074899999999
"Avenida da Coruña 173, 27003 lugo, lugo, españa",43.020224,-7.563318
"calle del pintor luis seoane 5, 27003 lugo, lugo, españa",43.0167399,-7.560656300000001
"Avenida da Coruña 83, 27003 lugo, lugo, españa",43.019953,-7.562766
"as leiteiras pol. ind. o ceao 6, 27003 lugo, lugo, españa",43.0494964,-7.5610749
"pol. ceao 17, 27003 lugo, lugo, españa",43.0097384,-7.5567582
"huertas 9, 27003 lugo, lugo, españa",42.52183,-7.5149
"pol. ind. o ceao 100, 27003 lugo, lugo, españa",43.0494964,-7.561074899999999
"Avenida da Coruña 39, 27003 lugo, lugo, españa",43.0162275,-7.5599955
"pol. ind. o ceao 126, 27003 lugo, lugo, españa",43.0494964,-7.561074899999999
"Avenida da Coruña 309, 27003 lugo, lugo, españa",43.02433,-7.566969
"Avenida da Coruña 309, 27003 lugo, lugo, españa",43.02433,-7.566969
"Avenida da Coruña 21, 27003 lugo, lugo, españa",43.015315,-7.559368
"o comercio pol. ind. o ceao 162, 27003 lugo, lugo, españa",43.0494964,-7.561074899999999
"rua ruiz de alda 10, 27003 lugo, lugo, españa",43.015187,-7.555213
"estr. a coruna 117, 27003 lugo, lugo, españa",43.0097384,-7.5567582
"pol. ind. o ceao 216, 27003 lugo, lugo, españa",43.0494964,-7.5610749
"pol. ind. o ceao 216, 27003 lugo, lugo, españa",43.0494964,-7.5610749
"Rúa dos Carros polg. ceao, 27003 lugo, lugo, españa",43.0494964,-7.561074899999999
"Rúa Mallorca 12, 27003 lugo, lugo, españa",43.020048,-7.563614
"calle del dolmen 3, 27003 lugo, lugo, españa",43.026956,-7.568286
"pol. ind. o ceao 207, 27003 lugo, lugo, españa",43.0494964,-7.561074899999999
"Rúa Alexandre Bóveda 16, 27003 lugo, lugo, españa",43.020935,-7.5591
"Rúa do Franco 45, 27003 lugo, lugo, españa",43.0252229,-7.5638052
"calle bolano rivadeneira 7, 27003 lugo, lugo, españa",43.013078,-7.558128
"Avenida da Coruña 281, 27003 lugo, lugo, españa",43.023463,-7.566063
"Avenida da Coruña 500, 27003 lugo, lugo, españa",43.03211,-7.57251
"calle camino real 43, 27003 lugo, lugo, españa",43.0158434,-7.5620908
"rua vilalba 2, 27003 lugo, lugo, españa",43.0082102,-7.5573558
"Rúa do Conde 51, 27003 lugo, lugo, españa",43.0162977,-7.5577945
"poligono do ceao 91, 27003 lugo, lugo, españa",43.0494964,-7.561074899999999
"ctra. de la coruna 132, 27003 lugo, lugo, españa",43.0186867,-7.561624200000001
"Avenida da Coruña 156, 27003 lugo, lugo, españa",43.031865,-7.572329
"Avenida da Coruña 61, 27003 lugo, lugo, españa",43.016891,-7.560524
"Avenida da Coruña 500 local 6, 27003 lugo, lugo, españa",43.0225269,-7.564717000000001
"Avenida da Coruña 59, 27003 lugo, lugo, españa",43.016781,-7.560431
"Rúa do Conde 24, 27003 lugo, lugo, españa",43.0157706,-7.557202
"en frente a la puerta de san fernando 89, 27003 lugo, lugo, españa",43.0144771,-7.5583963
"Rúa Alcalde Ramiro Rueda Fernández 18, 27003 lugo, lugo, españa",43.019131,-7.561229
"trav. bagueixos pol. ind. o ceao s/n, 27003 lugo, lugo, españa",43.0494964,-7.561074899999999
"Rúa do Conde 26, 27003 lugo, lugo, españa",43.01589,-7.557270000000001
"rua mar cantabrico 26, 27004 lugo, lugo, españa",43.02128,-7.568790000000001
"Avenida das Américas 15, 27004 lugo, lugo, españa",43.010943,-7.567327
"trapero pardo 24, 27004 lugo, lugo, españa",43.01106,-7.57235
"Avenida das Américas 69, 27004 lugo, lugo, españa",43.00933370000001,-7.569267000000001
"Ronda da Muralla 100.o, 27004 lugo, lugo, españa",43.01456,-7.559547
"calle de andorinas 5, 27004 lugo, lugo, españa",43.01266,-7.56291
"Ronda da Muralla 103, 27004 lugo, lugo, españa",43.014475,-7.559774
"Rua Curros Enriquez (poeta) 28, 27004 lugo, lugo, españa",43.020676,-7.564567
"Rúa Ourense 59, 27004 lugo, lugo, españa",43.0149441,-7.5648977
"Rúa Lamas de Prado 118, 27004 lugo, lugo, españa",43.016381,-7.568747900000001
"Ronda do Carme 69, 27004 lugo, lugo, españa",43.010698,-7.566311
"andorinas 5, 27004 lugo, lugo, españa",43.01266,-7.56291
"Avenida das Américas 48, 27004 lugo, lugo, españa",43.0100375,-7.5690966
"Avenida das Américas 53, 27004 lugo, lugo, españa",43.0099922,-7.5683558
"Avenida das Américas 87, 27004 lugo, lugo, españa",43.008957,-7.5703031
"cno. real 66, 27004 lugo, lugo, españa",43.0167855,-7.562840599999999
"Rúa Lamas de Prado 20, 27004 lugo, lugo, españa",43.0163747,-7.563895899999999
"Rúa García Abad 3, 27004 lugo, lugo, españa",43.016115,-7.560484
"Rúa Pintor Tino Grandío 2, 27004 lugo, lugo, españa",43.0165678,-7.560286299999999
"Rúa Pintor Tino Grandío 1, 27004 lugo, lugo, españa",43.017407,-7.560983
"Ronda da Muralla 121, 27004 lugo, lugo, españa",43.014006,-7.56113
"Avenida da Coruña 505, 27004 lugo, lugo, españa",43.031991,-7.572422
"r/ andurinas 6, 27004 lugo, lugo, españa",43.012903,-7.562693
"Ronda da Muralla 124, 27004 lugo, lugo, españa",43.01383,-7.561332
"dr. yanez rebolo 62, 27004 lugo, lugo, españa",43.0182,-7.563257
"Avenida das Américas 83, 27004 lugo, lugo, españa",43.008995,-7.5703082
"calle de rio lor 23, 27004 lugo, lugo, españa",43.0137187,-7.566738600000001
"cno. real 61, 27004 lugo, lugo, españa",43.01617,-7.56263
"calle doctor yanez rebolo 53, 27004 lugo, lugo, españa",43.017811,-7.562958
"Ronda do Carme 11, 27004 lugo, lugo, españa",43.0053768,-7.564018000000001
"Ronda do Carme 11, 27004 lugo, lugo, españa",43.0053768,-7.564018
"calle musico falla 21, 27004 lugo, lugo, españa",43.0080692,-7.571251999999999
"santiago 36, 27004 lugo, lugo, españa",43.00791,-7.56122
"rua de garcia abad 32, 27004 lugo, lugo, españa",43.0159182,-7.561815699999999
"cno. real 164, 27004 lugo, lugo, españa",43.01974,-7.5668018
"recinto ferial el palomar recinto ferial el palomar, 27004 lugo, lugo, españa",43.0097384,-7.5567582
"galerias 5, 27004 lugo, lugo, españa",43.0097384,-7.5567582
"Ronda do Carme 84, 27004 lugo, lugo, españa",43.012059,-7.565476
"calle de ourense 6, 27004 lugo, lugo, españa",43.01341,-7.562
"rua mondonedo 33, 27004 lugo, lugo, españa",43.015428,-7.564589300000001
"rua industria 42, 27004 lugo, lugo, españa",43.047558,-7.570982
"calle de saude 39 2, 27004 lugo, lugo, españa",43.01140609999999,-7.571340299999999
"saude 39, 27004 lugo, lugo, españa",43.01140609999999,-7.571340299999999
"Ronda do Carme 68, 27004 lugo, lugo, españa",43.011583,-7.565551
"Rúa Ourense 60, 27004 lugo, lugo, españa",43.015132,-7.5648521
"cno. real 150, 27004 lugo, lugo, españa",43.0193606,-7.565755599999998
"calle de trapero pardo 19, 27004 lugo, lugo, españa",43.0108184,-7.571967599999999
"rio lor 32, 27004 lugo, lugo, españa",43.013855,-7.567318599999999
"camino verde 17, 27004 lugo, lugo, españa",43.0193336,-7.570196699999999
"rua camino real  13, 27004 lugo, lugo, españa",43.014565,-7.561235
"Rúa de Concepción Arenal 15, 27004 lugo, lugo, españa",43.015133,-7.559988
"cno. real 31, 27004 lugo, lugo, españa",43.0153497,-7.5614126
"Avenida das Américas 19, 27004 lugo, lugo, españa",43.009187,-7.57219
"Rúa Camiño Real 19, 27004 lugo, lugo, españa",43.014897,-7.560939
"Rua Curros Enriquez (poeta) 15, 27004 lugo, lugo, españa",43.01944,-7.56565
"Rúa Tui 14, 27004 lugo, lugo, españa",43.0158991,-7.56353
"calle del rio navia 28, 27004 lugo, lugo, españa",43.017363,-7.5662674
"calle del rio navia 28, 27004 lugo, lugo, españa",43.017363,-7.5662674
"Rúa de Concepción Arenal 18, 27004 lugo, lugo, españa",43.015483,-7.560215
"bidueiro 23, 27004 lugo, lugo, españa",43.0110236,-7.5681167
"Ronda da Muralla 100, 27004 lugo, lugo, españa",43.01456,-7.559547
"Rúa de Concepción Arenal 39, 27004 lugo, lugo, españa",43.014814,-7.561341
"santiago 114, 27004 lugo, lugo, españa",43.00437,-7.56293
"paseo alvaro cunqueiro 29, 27004 lugo, lugo, españa",42.999615,-7.561803800000001
"Rúa Lamas de Prado 11, 27004 lugo, lugo, españa",43.01626470000001,-7.5634242
"Rua Curros Enriquez (poeta) 28, 27004 lugo, lugo, españa",43.020676,-7.564567
"cno. real 115, 27004 lugo, lugo, españa",43.017917,-7.5646941
"dr. yanez rebolo 19, 27004 lugo, lugo, españa",43.0166907,-7.561836800000001
"dr. yanez rebolo 8, 27004 lugo, lugo, españa",43.016408,-7.56126
"calle camino real  36, 27004 lugo, lugo, españa",43.015599,-7.561415
"calle de los gardas 8, 27004 lugo, lugo, españa",43.0164731,-7.566738000000001
"rua frei placido rei lemos 3, 27004 lugo, lugo, españa",43.00789,-7.56025
"santiago 2, 27004 lugo, lugo, españa",43.009401,-7.572416
"camino verde 62, 27004 lugo, lugo, españa",43.0195446,-7.5712321
"rio navia 39, 27004 lugo, lugo, españa",43.0174983,-7.5666501
"rua nazario abel 86, 27004 lugo, lugo, españa",43.0161875,-7.5692225
"Ronda de Valle Inclán 8, 27004 lugo, lugo, españa",43.0188234,-7.5665532
"pontevedra 4, 27004 lugo, lugo, españa",43.0148747,-7.5618722
"calle tuy 54, 27004 lugo, lugo, españa",43.0137904,-7.565497400000001
"Rúa Pintor Tino Grandío 22, 27004 lugo, lugo, españa",43.0171717,-7.5608673
"avenida marques de ombreiro 2, 27004 lugo, lugo, españa",43.011154,-7.566961
"Rúa Dona Urraca 86, 27004 lugo, lugo, españa",43.019175,-7.568263
"trapero pardo 10, 27004 lugo, lugo, españa",43.0111436,-7.5714885
"Rúa Pomar 46, 27004 lugo, lugo, españa",43.010873,-7.570505
"Rua Curros Enriquez (poeta) 11, 27004 lugo, lugo, españa",43.020136,-7.565202
"carmen 69, 27004 lugo, lugo, españa",43.01048,-7.56598
"Ronda do Carme 50, 27004 lugo, lugo, españa",43.010354,-7.56536
"cno. real 36, 27004 lugo, lugo, españa",43.015599,-7.561415
"Camino Pipin 33, 27004 lugo, lugo, españa",43.02198,-7.566473
"avenida breogan 39, 27004 lugo, lugo, españa",43.0113399,-7.57382
"calle doctor iglesias otero s/n polusa, 27004 lugo, lugo, españa",42.9974009,-7.5683043
"calle mondonedo 31, 27004 lugo, lugo, españa",43.0152872,-7.5644098
"Rúa do Prado 1, 27004 lugo, lugo, españa",43.01784780000001,-7.564884600000001
"Rúa Doutor Iglesias Otero 0, 27004 lugo, lugo, españa",42.9978258,-7.5684981
"Rua Curros Enriquez (poeta) 3, 27004 lugo, lugo, españa",43.020607,-7.564108
"Rúa de Concepción Arenal 31, 27004 lugo, lugo, españa",43.015063,-7.560732
"prados 13, 27004 lugo, lugo, españa",43.0177809,-7.565561400000001
"calle de ourense 95, 27004 lugo, lugo, españa",43.0158594,-7.5664085
"calle de trapero pardo 12, 27004 lugo, lugo, españa",43.0111324,-7.5716578
"grabador castro gil 15, 27004 lugo, lugo, españa",43.0152499,-7.5622738
"dr. ochoa 24, 27004 lugo, lugo, españa",43.01192,-7.56816
"Praza Fonte dos Ranchos 42, 27004 lugo, lugo, españa",43.012422,-7.56547
"serra ganidoira 63, 27004 lugo, lugo, españa",43.0156001,-7.568749299999999
"Rúa Portugal 35, 27004 lugo, lugo, españa",43.0143545,-7.5671846
"Ronda da Muralla 120, 27004 lugo, lugo, españa",43.014042,-7.561063
"Rúa Lamas de Prado 198, 27004 lugo, lugo, españa",43.0173209,-7.572955500000001
"Rúa Camiño Real 150, 27004 lugo, lugo, españa",43.0193606,-7.565755599999998
"estr. vella santiago-as regas 79, 27004 lugo, lugo, españa",42.9935442,-7.575119399999998
"calle castelo 196, 27004 lugo, lugo, españa",43.0097384,-7.5567582
"Carretera de Santiago 143, 27004 lugo, lugo, españa",43.005224,-7.563066
"Rúa Lamas de Prado 61, 27004 lugo, lugo, españa",43.01600550000001,-7.566139399999999
"cno. real 19, 27004 lugo, lugo, españa",43.0149061,-7.561138400000001
"Ronda do Carme 50, 27004 lugo, lugo, españa",43.010354,-7.56536
"rio navia 43, 27004 lugo, lugo, españa",43.0176344,-7.566724899999999
"Rúa Pintor Tino Grandío 26, 27004 lugo, lugo, españa",43.0172621,-7.560979299999999
"Rúa Quiroga 43, 27004 lugo, lugo, españa",43.0145416,-7.566641300000001
"rua evaristo correa calderon 5, 27004 lugo, lugo, españa",43.015243,-7.568226
"Rúa das Fontes 26, 27004 lugo, lugo, españa",43.021831,-7.568595
"calle grabador castro gil 4, 27004 lugo, lugo, españa",43.0156392,-7.562030600000001
"Ronda da Muralla 127, 27004 lugo, lugo, españa",43.013665,-7.561531
"rua maria castana 5, 27004 lugo, lugo, españa",42.9986983,-7.548063900000001
"calle de montevideo 33, 27004 lugo, lugo, españa",43.0117224,-7.562449600000001
"Rúa de Concepción Arenal 15, 27004 lugo, lugo, españa",43.015133,-7.559988
"rua de mondonedo 31, 27004 lugo, lugo, españa",43.0152872,-7.5644098
"Ronda do Carme 50, 27004 lugo, lugo, españa",43.010354,-7.56536
"Rúa Ourense 63, 27004 lugo, lugo, españa",43.0149809,-7.5649526
"cno. real 1, 27004 lugo, lugo, españa",43.014267,-7.560838
"poeta diaz castro 4, 27004 lugo, lugo, españa",43.01730999999999,-7.57198
"a unidade  2, 27004 lugo, lugo, españa",43.0169126,-7.565207099999999
"praza alacante 1, 27004 lugo, lugo, españa",43.0170913,-7.564859599999999
"Praza Fonte dos Ranchos 46, 27004 lugo, lugo, españa",43.012603,-7.565274
"cno. real 158, 27004 lugo, lugo, españa",43.0195398,-7.5665597
"Rúa García Abad 21, 27004 lugo, lugo, españa",43.016018,-7.561167
"dr. yanez rebolo 70, 27004 lugo, lugo, españa",43.0183665,-7.563531299999999
"Rúa García Abad 29, 27004 lugo, lugo, españa",43.015811,-7.561604
"calle milagrosa 97, 27004 lugo, lugo, españa",43.0203239,-7.5672581
"calle reina 1, 27004 lugo, lugo, españa",43.0102765,-7.5560803
"Rúa de Concepción Arenal 47, 27004 lugo, lugo, españa",43.014565,-7.561235
"cpj. palomar s/n, 27004 lugo, lugo, españa",43.0097384,-7.5567582
"Avenida das Américas 83, 27004 lugo, lugo, españa",43.008995,-7.5703082
"andorinas 5, 27004 lugo, lugo, españa",43.01266,-7.56291
"mar cantabrico 26, 27004 lugo, lugo, españa",43.02128,-7.568790000000001
"Rúa Pintor Tino Grandío 27, 27004 lugo, lugo, españa",43.01658,-7.56235
"Avenida das Américas 1, 27004 lugo, lugo, españa",43.011168,-7.566992
"musico falla 10, 27004 lugo, lugo, españa",43.008612,-7.571806
"avenida marques de ombreiro 62, 27004 lugo, lugo, españa",43.0090925,-7.5692035
"santiago 50, 27004 lugo, lugo, españa",43.00773,-7.56165
"Ronda da Muralla 107, 27004 lugo, lugo, españa",43.014524,-7.560187
"calle quiroga 5, 27004 lugo, lugo, españa",43.0133168,-7.5662517
"Rúa Quiroga 13, 27004 lugo, lugo, españa",43.0126229,-7.566176899999999
"calle poeta aquilino 5, 27004 lugo, lugo, españa",43.0097384,-7.5567582
"bidueiro 19, 27004 lugo, lugo, españa",43.0112499,-7.568289999999998
"cabo estaca de bares 12, 27004 lugo, lugo, españa",43.00961,-7.56461
"Avenida das Américas 1, 27004 lugo, lugo, españa",43.011168,-7.566992
"herba 23, 27004 lugo, lugo, españa",43.0115648,-7.5728221
"Avenida das Américas 19, 27004 lugo, lugo, españa",43.009187,-7.57219
"Rúa de Concepción Arenal 15, 27004 lugo, lugo, españa",43.015133,-7.559988
"a unidade  8, 27004 lugo, lugo, españa",43.0168994,-7.565604899999999
"Rúa Camiño Real 158, 27004 lugo, lugo, españa",43.0195398,-7.5665597
"Avenida das Américas 73, 27004 lugo, lugo, españa",43.0092277,-7.569469799999999
"cabo estaca de bares 10, 27004 lugo, lugo, españa",43.00956,-7.56455
"estr. santiago 378, 27004 lugo, lugo, españa",43.0097384,-7.5567582
"Ronda do Carme 56, 27004 lugo, lugo, españa",43.010792,-7.565503
"rua andurinas 1, 27004 lugo, lugo, españa",43.012266,-7.563212
"rua andurinas 1, 27004 lugo, lugo, españa",43.012266,-7.563212
"rio ser 2, 27004 lugo, lugo, españa",43.0175312,-7.564525199999999
"Ronda da Muralla 93, 27004 lugo, lugo, españa",43.014949,-7.559194
"escultor asorei 1, 27004 lugo, lugo, españa",43.0131103,-7.5677362
"mondonedo 15, 27004 lugo, lugo, españa",43.014651,-7.5632824
"calle pontevedra 4, 27004 lugo, lugo, españa",43.0148747,-7.5618722
"Rúa Ourense 82, 27004 lugo, lugo, españa",43.0157613,-7.565802499999999
"nazario abel 74, 27004 lugo, lugo, españa",43.0158828,-7.569137800000001
"manuel leiras pulpeiro s/n, 27004 lugo, lugo, españa",43.013257,-7.573579899999999
"carballal 18, 27004 lugo, lugo, españa",43.0126761,-7.5711498
"Ronda da Muralla 138, 27004 lugo, lugo, españa",43.011932,-7.563154
"calle azalea 3, 27004 lugo, lugo, españa",43.0124179,-7.5671246
"Ronda da Muralla 125, 27004 lugo, lugo, españa",43.013798,-7.561475
"Rúa Camiño Real 55, 27004 lugo, lugo, españa",43.0160272,-7.5624506
"Ronda da Muralla 133, 27004 lugo, lugo, españa",43.012649,-7.562631
"Avenida das Américas 55, 27004 lugo, lugo, españa",43.0098852,-7.5685463
"Rúa Lamas de Prado 191, 27004 lugo, lugo, españa",43.0170425,-7.572558199999999
"Rúa Dona Urraca 55, 27004 lugo, lugo, españa",43.0185508,-7.5688003
"rio navia 20, 27004 lugo, lugo, españa",43.0170093,-7.565812
"estr. santiago km 2, 27004 lugo, lugo, españa",43.00805,-7.56005
"estrada santiago  0, 27004 lugo, lugo, españa",43.0097384,-7.5567582
"trapero pardo 48, 27004 lugo, lugo, españa",43.0106328,-7.5735246
"Rúa do Poeta Noriega Varela 8, 27004 lugo, lugo, españa",43.010405,-7.562392
"Rúa do Poeta Noriega Varela 44, 27004 lugo, lugo, españa",43.0094563,-7.5637827
"Avenida das Américas 67, 27004 lugo, lugo, españa",43.0094047,-7.569192800000001
"Rúa dos Gardas 38, 27004 lugo, lugo, españa",43.017484,-7.5670001
"Ronda da Muralla 109, 27004 lugo, lugo, españa",43.014471,-7.560315
"rio ulla 18, 27004 lugo, lugo, españa",43.0130732,-7.5671675
"cno. real 36, 27004 lugo, lugo, españa",43.015599,-7.561415
"Rúa dos Gardas 8, 27004 lugo, lugo, españa",43.0164731,-7.566738000000001
"calle mestre soutullo 27, 27004 lugo, lugo, españa",43.00852,-7.57068
"Avenida das Américas 1, 27004 lugo, lugo, españa",43.011168,-7.566992
"Rúa Centola 2, 27004 lugo, lugo, españa",43.013144,-7.563625
"estr. santiago km 3, 27004 lugo, lugo, españa",43.00805,-7.56005
"rio ser 30, 27004 lugo, lugo, españa",43.0174289,-7.5657947
"cno. real 125, 27004 lugo, lugo, españa",43.0183908,-7.5650954
"Rúa de Concepción Arenal 1, 27004 lugo, lugo, españa",43.015526,-7.559479
"pontevedra 16, 27004 lugo, lugo, españa",43.01507549999999,-7.562132199999999
"Ronda do Carme 2, 27004 lugo, lugo, españa",43.0053105,-7.5633824
"Rúa Lamas de Prado 53, 27004 lugo, lugo, españa",43.0161174,-7.5654884
"Rúa Dona Urraca 33, 27004 lugo, lugo, españa",43.017575,-7.568554
"dr. gasalla 15, 27004 lugo, lugo, españa",43.01387,-7.56437
"Avenida das Américas 5, 27004 lugo, lugo, españa",43.011121,-7.56746
"Ronda do Carme 19, 27004 lugo, lugo, españa",43.0057569,-7.564436700000001
"Ronda da Muralla 130, 27004 lugo, lugo, españa",43.013421,-7.561794
"avenida marques de ombreiro 32, 27004 lugo, lugo, españa",43.010114,-7.567801
"azalea 1, 27004 lugo, lugo, españa",43.012577,-7.567233999999999
"santiago 70, 27004 lugo, lugo, españa",43.00674,-7.56251
"Rúa dos Gardas 12, 27004 lugo, lugo, españa",43.0165905,-7.5668592
"calle orense 5, 27004 lugo, lugo, españa",43.013259,-7.562479
"Rúa Camiño Real 13, 27004 lugo, lugo, españa",43.014565,-7.561235
"calle do camino real 53, 27004 lugo, lugo, españa",43.0159978,-7.5623236
"plaza alicante 3, 27004 lugo, lugo, españa",43.01705,-7.56487
"Rúa Camiño Real 7, 27004 lugo, lugo, españa",43.014449,-7.560757
"Avenida das Américas 1, 27004 lugo, lugo, españa",43.011168,-7.566992
"calle mestre soutullo 27, 27004 lugo, lugo, españa",43.00852,-7.57068
"tuy 44, 27004 lugo, lugo, españa",43.0145845,-7.5651386
"Rúa Ourense 59, 27004 lugo, lugo, españa",43.0149441,-7.5648977
"calle ourense 59, 27004 lugo, lugo, españa",43.0149441,-7.5648977
"bidueiro 2, 27004 lugo, lugo, españa",43.011048,-7.569167
"cno. real 119, 27004 lugo, lugo, españa",43.0182335,-7.5649497
"calle ramon pineiro 2.o f, 27004 lugo, lugo, españa",43.0183857,-7.568997500000001
"alfredo branas 1, 27004 lugo, lugo, españa",43.01617539999999,-7.570660500000001
"lazaro del puente s/n dr. ramon iglesias b.o san, 27004 lugo, lugo, españa",43.0097384,-7.5567582
"a unidade  9, 27004 lugo, lugo, españa",43.0167037,-7.565487800000001
"a unidade  5, 27004 lugo, lugo, españa",43.0167602,-7.565305299999999
"carballal 12, 27004 lugo, lugo, españa",43.0125219,-7.570876800000001
"Rúa Doutor Xermán Alonso Hortas 25, 27004 lugo, lugo, españa",43.012051,-7.564442
"lugar bagueixos 1, 27004 lugo, lugo, españa",43.051282,-7.584667
"Rúa de Concepción Arenal 2, 27004 lugo, lugo, españa",43.01566,-7.5596
"Avenida das Américas 107, 27004 lugo, lugo, españa",43.0088728,-7.5715732
"nazario abel 87, 27004 lugo, lugo, españa",43.0160707,-7.569253199999999
"Rúa Centola 8, 27004 lugo, lugo, españa",43.01294,-7.563639
"Ronda da Muralla 112, 27004 lugo, lugo, españa",43.014297,-7.560509
